step,predator_0,prey_0
1,1,20
2,1,20
3,1,20
4,1,20
5,1,20
6,1,20
7,1,20
8,1,20
9,1,20
10,1,20
11,1,20
12,1,20
13,1,20
14,1,20
15,1,20
16,1,20
17,1,20
18,1,20
19,1,20
20,1,20
21,1,20
22,1,20
23,1,20
24,1,20
25,1,21
26,1,21
27,1,21
28,1,21
29,1,21
30,1,21
31,1,21
32,1,21
33,1,21
34,1,21
35,1,21
36,1,21
37,1,21
38,1,21
39,1,21
40,1,21
41,1,21
42,1,21
43,1,21
44,1,21
45,1,21
46,1,21
47,1,21
48,1,21
49,1,21
50,1,21
51,1,21
52,1,21
53,1,21
54,1,21
55,1,21
56,1,21
57,1,21
58,1,21
59,1,21
60,1,21
61,1,21
62,1,21
63,1,22
64,1,22
65,1,23
66,1,23
67,1,23
68,1,23
69,1,23
70,1,22
71,1,22
72,1,22
73,1,22
74,1,22
75,1,22
76,1,22
77,1,22
78,1,22
79,1,22
80,1,22
81,1,22
82,1,22
83,1,22
84,1,22
85,1,22
86,1,22
87,1,22
88,1,22
89,1,22
90,1,23
91,1,22
92,1,21
93,1,21
94,1,20
95,1,20
96,1,20
97,1,20
98,1,20
99,1,15
101,1,17
102,1,17
103,1,17
104,1,17
105,1,17
