step,predator_0,prey_0
1,5,20
2,5,20
3,5,20
4,5,20
5,5,20
6,5,20
7,5,20
8,5,20
9,5,20
10,5,20
11,5,20
12,5,20
13,5,17
14,5,17
15,5,17
16,5,17
17,5,17
18,5,17
19,5,17
20,5,17
21,5,17
22,5,17
23,5,17
24,5,17
25,5,17
26,5,17
27,5,17
28,5,17
29,5,17
30,5,17
31,5,17
32,5,17
33,5,17
34,5,17
35,5,17
36,5,17
37,5,17
38,5,17
39,5,17
40,5,17
41,5,17
42,5,17
43,5,17
44,5,17
45,5,17
46,5,17
47,5,17
48,5,17
49,5,17
50,5,17
51,5,16
52,5,16
53,5,16
54,5,16
55,5,16
56,5,16
57,5,16
58,5,16
59,5,16
60,5,16
61,5,16
62,5,16
63,5,16
64,5,16
65,5,16
66,5,16
67,5,16
68,5,16
69,5,16
70,5,16
71,5,16
72,5,16
73,5,16
74,5,16
75,5,16
76,5,16
77,5,16
78,5,16
79,5,16
80,5,16
81,5,16
82,5,16
83,5,16
84,5,16
85,5,16
86,5,15
87,5,15
88,5,15
89,5,15
90,5,15
91,5,15
92,5,15
93,5,15
94,5,15
95,5,15
96,5,15
97,5,15
98,5,15
99,5,15
101,5,15
102,5,15
103,5,15
104,5,15
105,5,15
106,5,15
107,5,15
108,5,15
109,5,15
110,5,15
111,5,14
112,5,14
113,5,13
114,5,13
115,5,13
116,5,13
117,5,13
118,5,13
119,5,13
120,5,13
121,5,13
122,5,13
123,5,13
124,5,13
125,5,13
126,5,13
127,5,13
128,5,13
129,5,13
130,5,13
131,5,13
132,5,13
133,5,13
134,5,13
135,5,13
136,5,13
137,5,13
138,5,13
139,5,13
140,5,13
141,5,13
142,5,13
143,5,13
144,5,13
145,5,13
146,5,13
147,5,13
148,5,13
149,5,13
150,5,13
151,5,13
152,5,13
153,5,13
154,5,13
155,5,13
156,5,13
157,5,13
158,5,13
159,5,13
160,5,13
161,5,13
162,5,13
163,5,13
164,5,13
165,5,13
166,5,13
167,5,13
168,5,13
169,5,13
170,5,13
171,5,13
172,5,13
173,5,13
174,5,13
175,5,13
176,5,13
177,5,12
178,5,12
179,5,12
180,5,12
181,5,12
182,5,12
183,5,11
184,5,11
185,5,10
186,5,10
187,5,10
188,5,10
189,5,10
190,5,10
191,5,10
192,5,10
193,5,10
194,5,10
195,5,10
196,5,10
197,5,9
198,5,9
199,5,9
201,5,9
202,5,9
203,5,9
204,5,9
205,5,9
206,5,9
207,5,9
208,5,9
209,5,9
