step,predator_0,prey_0
1,1,20
2,1,20
3,1,20
4,1,20
5,1,20
6,1,20
7,1,20
8,1,20
9,1,20
10,1,20
11,1,20
12,1,20
13,1,20
14,1,20
15,1,20
16,1,20
17,1,20
18,1,20
19,1,20
20,1,20
21,1,20
22,1,20
23,1,20
24,1,20
25,1,20
26,1,20
27,1,20
28,1,20
29,1,20
30,1,20
31,1,20
32,1,20
33,1,20
34,1,20
35,1,20
36,1,20
37,1,20
38,1,20
39,1,20
40,1,20
41,1,20
42,1,20
43,1,20
44,1,20
45,1,20
46,1,20
47,1,20
48,1,21
49,1,21
50,1,21
51,1,21
52,1,21
53,1,21
54,1,21
55,1,21
56,1,21
57,1,21
58,1,22
59,1,23
60,1,23
61,1,23
62,1,23
63,1,23
64,1,23
65,1,24
66,1,24
67,1,24
68,1,25
69,1,27
70,1,28
71,1,29
72,1,29
73,1,29
74,1,29
75,1,29
76,1,29
77,1,29
78,1,29
79,1,29
80,1,30
81,1,31
82,1,31
83,1,32
84,1,32
85,1,32
86,1,32
87,1,32
88,1,32
89,1,32
90,1,32
91,1,34
92,1,35
93,1,35
94,1,35
95,1,35
96,1,35
97,1,35
98,1,35
99,1,35
101,1,38
102,1,39
103,1,39
104,1,39
105,1,39
106,1,40
107,1,40
108,1,40
109,1,41
110,1,41
111,1,43
112,1,44
113,1,44
114,1,44
115,1,44
116,1,45
117,1,45
118,1,46
119,1,46
120,1,47
121,1,49
122,1,51
123,1,51
124,0,48
