step,predator_0,prey_0
1,4,20
2,4,20
3,4,20
4,4,20
5,4,20
6,4,20
7,4,20
8,4,20
9,4,20
10,4,20
11,4,20
12,4,20
13,4,20
14,4,20
15,4,20
16,4,20
17,4,20
18,4,20
19,4,20
20,4,20
21,4,20
22,4,20
23,4,20
24,4,20
25,4,20
26,4,20
27,4,20
28,4,20
29,4,20
30,4,20
31,4,20
32,4,20
33,4,20
34,4,20
35,4,20
36,4,20
37,4,20
38,4,20
39,4,20
40,4,20
41,4,20
42,4,20
43,4,20
44,4,20
45,4,20
46,4,20
47,4,20
48,4,20
49,4,20
50,4,20
51,4,20
52,4,20
53,4,20
54,4,20
55,4,19
56,4,19
57,4,18
58,4,17
59,4,17
60,4,17
61,4,15
62,4,15
63,4,15
64,4,15
65,4,15
66,4,15
67,4,15
68,4,15
69,4,15
70,4,15
71,4,15
72,4,15
73,4,15
74,4,15
75,4,15
76,4,15
77,4,15
78,4,15
79,4,15
80,4,15
81,4,15
82,4,15
83,4,15
84,4,15
85,4,15
86,4,13
87,4,13
88,4,13
89,4,13
90,4,13
91,4,13
92,4,13
93,4,13
94,4,13
95,4,13
96,4,13
97,4,12
98,4,12
99,4,12
101,4,13
102,4,13
103,4,13
104,4,13
105,4,13
106,4,13
107,4,13
108,4,13
109,4,13
110,4,13
111,4,13
112,4,13
113,4,13
114,4,13
115,4,13
116,4,13
117,4,13
118,4,13
119,4,13
120,4,13
121,4,13
122,4,13
123,4,13
124,4,13
125,4,13
126,4,13
127,4,13
128,4,13
129,4,13
130,4,13
131,4,13
132,4,13
133,4,13
134,4,13
135,4,13
136,4,13
137,4,13
138,4,13
139,4,13
140,4,12
141,4,12
142,4,12
143,4,12
144,4,12
145,4,12
146,4,12
147,4,12
148,4,12
149,4,11
150,4,12
151,4,12
152,4,12
153,4,12
154,4,12
155,4,12
156,4,12
157,4,12
158,4,12
159,4,12
160,4,12
161,4,12
162,4,12
163,4,12
164,4,12
165,4,12
166,4,11
167,3,11
168,3,11
169,2,11
170,2,11
171,2,11
172,2,11
173,2,11
174,2,11
175,2,11
176,2,11
177,2,11
178,1,11
179,1,11
180,1,10
181,1,10
182,1,10
183,1,10
184,1,10
185,1,10
186,1,10
187,1,9
188,1,9
189,1,9
190,1,9
191,1,9
192,1,9
193,1,9
194,1,9
195,1,9
196,1,9
197,1,9
198,1,9
199,1,9
201,1,9
202,1,9
203,1,9
204,1,10
205,1,10
206,1,10
207,1,10
208,1,10
209,1,10
210,1,10
211,1,10
212,1,10
213,1,10
214,1,10
215,1,10
216,1,10
217,1,10
218,1,10
219,1,10
220,1,10
221,1,10
222,1,10
223,1,10
224,1,10
225,1,10
226,1,9
227,1,9
228,1,9
229,1,9
230,1,9
231,1,9
232,1,9
233,1,9
234,1,9
235,1,9
236,1,9
237,1,9
238,1,9
239,1,8
240,1,8
241,1,8
242,1,7
243,1,6
244,1,6
245,1,6
246,1,5
247,1,4
248,1,4
249,0,4
