step,predator_0,prey_0
1,5,20
2,5,20
3,5,20
4,5,20
5,5,20
6,5,20
7,5,20
8,5,20
9,5,19
10,5,18
11,5,18
12,5,16
13,5,16
14,5,16
15,5,16
16,5,16
17,5,16
18,5,16
19,5,16
20,5,16
21,5,16
22,5,16
23,5,16
24,5,16
25,5,16
26,5,16
27,5,16
28,5,16
29,5,16
30,5,16
31,5,16
32,5,16
33,5,15
34,5,15
35,5,15
36,5,15
37,5,15
38,5,15
39,5,15
40,5,15
41,5,15
42,5,15
43,5,15
44,5,15
45,5,15
46,5,15
47,5,14
48,5,14
49,5,14
50,5,14
51,5,14
52,5,14
53,5,14
54,5,14
55,5,14
56,5,14
57,5,14
58,5,14
59,5,14
60,5,14
61,5,14
62,5,14
63,5,14
64,5,14
65,5,14
66,5,14
67,5,14
68,5,14
69,5,14
70,5,14
71,5,14
72,5,14
73,5,14
74,5,14
75,5,14
76,5,14
77,5,14
78,5,14
79,5,14
80,5,14
81,5,14
82,5,14
83,5,14
84,5,14
85,5,14
86,5,14
87,5,14
88,5,14
89,5,14
90,5,14
91,5,14
92,5,13
93,5,13
94,5,13
95,5,13
96,5,13
97,5,13
98,5,13
99,5,13
101,5,13
102,5,13
103,5,13
104,5,13
105,5,13
106,5,13
107,5,13
108,5,13
109,5,13
110,5,13
111,5,13
112,5,13
113,5,13
114,5,13
115,5,13
116,5,13
117,5,13
118,5,13
119,5,13
120,5,13
121,5,13
122,5,13
123,5,13
124,5,13
125,5,13
126,5,13
127,5,13
128,5,13
129,5,13
130,5,13
131,5,13
132,5,13
133,5,13
134,5,12
135,5,12
136,5,12
137,5,12
138,5,12
139,5,12
140,5,12
141,5,12
142,5,12
143,5,12
144,5,12
145,5,12
146,5,12
147,5,12
148,5,12
149,5,12
150,5,12
151,5,12
152,5,12
153,5,12
154,5,11
155,5,11
156,5,11
157,5,11
158,5,11
159,5,10
160,5,10
161,5,10
162,5,10
163,5,10
164,5,10
165,5,10
166,5,10
167,5,10
168,5,10
169,5,10
170,5,10
171,5,10
172,5,10
173,5,10
174,5,10
175,5,10
176,5,10
177,5,10
178,5,10
179,5,10
180,5,10
181,5,10
182,5,10
183,5,10
184,5,10
185,5,10
186,5,10
187,5,10
188,5,10
189,5,10
190,6,9
191,6,9
192,6,9
193,6,9
194,6,9
195,6,9
196,6,9
197,6,9
198,6,9
199,6,9
201,6,9
202,6,9
203,6,9
204,6,9
205,6,9
206,6,9
207,6,9
208,6,9
209,6,9
210,6,9
211,6,9
212,6,8
213,6,8
214,6,8
215,6,8
216,6,8
217,6,8
218,6,8
219,6,8
220,6,8
221,6,8
222,6,8
223,6,8
224,6,8
225,6,8
226,6,8
227,6,8
228,6,8
229,6,8
230,6,8
231,6,8
232,6,8
233,6,8
234,6,8
235,6,8
236,6,8
237,6,8
238,6,8
239,6,8
240,6,8
241,6,8
242,6,8
243,6,8
244,6,8
245,6,8
246,6,8
247,6,8
248,6,8
249,6,8
250,6,8
251,6,8
252,6,8
253,6,8
254,6,8
255,6,8
256,6,8
257,6,8
258,6,8
259,6,8
260,6,8
261,6,7
262,6,7
263,6,7
264,6,7
265,6,7
266,6,7
267,6,7
268,6,7
269,6,7
270,6,7
271,6,7
272,6,7
273,6,7
274,6,7
275,6,7
276,6,7
277,6,7
278,6,6
279,6,6
280,6,6
281,6,6
282,6,6
283,6,5
284,6,5
285,6,5
286,6,4
287,6,4
288,6,4
289,6,4
290,6,3
291,6,3
292,6,3
293,6,3
294,6,3
295,6,3
296,6,3
297,6,3
298,6,2
299,6,2
301,6,2
302,6,1
303,6,1
304,6,1
305,6,1
306,6,0
