step,predator_0,prey_0
1,5,20
2,5,20
3,5,20
4,5,20
5,5,20
6,5,20
7,5,20
8,5,20
9,5,20
10,5,20
11,5,20
12,5,20
13,5,20
14,5,20
15,5,19
16,5,19
17,5,19
18,5,19
19,5,19
20,5,19
21,5,19
22,5,19
23,5,19
24,5,19
25,5,19
26,5,19
27,5,19
28,5,19
29,5,19
30,5,19
31,5,19
32,5,19
33,5,19
34,5,19
35,5,19
36,5,19
37,5,19
38,5,19
39,5,19
40,5,19
41,5,19
42,5,19
43,5,19
44,5,19
45,5,19
46,5,19
47,5,19
48,5,19
49,5,19
50,5,19
51,5,19
52,5,19
53,5,19
54,5,19
55,5,19
56,5,19
57,5,19
58,5,19
59,5,19
60,5,19
61,5,19
62,5,19
63,5,19
64,5,19
65,5,17
66,5,17
67,5,17
68,5,17
69,5,17
70,5,17
71,5,17
72,5,17
73,5,17
74,5,17
75,5,17
76,5,17
77,5,17
78,5,17
79,5,17
80,5,17
81,5,17
82,5,17
83,5,17
84,5,17
85,5,17
86,5,17
87,5,17
88,5,17
89,5,17
90,5,17
91,5,17
92,5,17
93,5,17
94,5,17
95,5,17
96,5,17
97,5,17
98,5,17
99,5,17
101,5,17
102,5,17
103,5,17
104,5,17
105,5,17
106,5,17
107,5,17
108,5,17
109,5,17
110,5,17
111,5,17
112,5,17
113,5,17
114,5,17
115,5,17
116,5,16
117,5,16
118,5,16
119,5,16
120,5,16
121,5,16
122,5,15
123,5,15
124,5,15
125,5,15
126,5,15
127,5,15
128,5,15
129,5,15
130,5,15
131,5,15
132,5,15
133,5,15
134,5,15
135,5,15
136,5,15
137,5,15
138,5,15
139,5,15
140,5,15
141,5,15
142,5,15
143,5,15
144,5,15
145,5,15
146,5,15
147,5,15
148,5,15
149,5,15
150,5,15
151,5,15
152,5,15
153,5,15
154,5,15
155,5,15
156,5,15
157,5,15
158,5,15
159,5,15
160,5,15
161,5,15
162,5,15
163,5,15
164,5,15
165,5,15
166,5,15
167,5,15
168,5,15
169,5,15
170,5,14
171,5,14
172,5,14
173,5,14
174,5,14
175,5,14
176,5,14
177,5,14
178,5,14
179,5,14
180,5,14
181,5,14
182,5,14
183,5,14
184,5,14
185,5,14
186,5,14
187,5,14
188,5,14
189,5,14
190,5,14
191,5,14
192,5,14
193,5,14
194,5,14
195,5,14
196,5,14
197,5,13
198,5,12
199,5,12
201,5,12
202,5,12
203,5,12
204,5,12
205,5,11
206,5,11
207,5,11
208,5,11
209,5,11
210,5,11
211,5,11
212,5,11
213,5,11
214,5,11
215,5,11
216,5,11
217,5,11
218,5,11
219,5,11
220,5,11
221,5,11
222,5,11
223,5,11
224,5,11
225,5,11
226,5,11
227,5,10
228,5,10
229,5,10
230,5,10
231,5,10
232,5,10
233,5,10
234,5,10
235,5,10
236,5,10
237,5,10
238,5,10
239,5,10
240,5,10
241,5,10
242,5,10
243,5,10
244,5,10
245,5,10
246,5,10
247,5,10
248,5,10
249,5,10
250,5,10
251,5,10
252,5,10
253,5,10
254,5,10
255,5,10
256,5,10
257,5,10
258,5,10
259,5,10
260,5,10
261,5,10
262,5,10
263,5,10
